frame,ID,x,y
3,17,50.6,440.22
3,18,509.18,442.54
3,19,659.44,442.77
3,20,185.0,433.49
3,21,291.51,442.54
3,22,414.13,441.96
3,23,37.17,440.13
3,24,622.58,445.76
3,25,676.3,443.98
3,26,532.07,442.24
3,28,409.88,443.54
3,29,432.15,443.07
3,30,30.5,385.25
3,31,166.62,438.45
4,1,129.62,441.5
4,2,505.33,417.92
4,3,556.39,437.76
4,4,415.18,421.22
4,5,27.69,434.65
4,6,292.48,431.77
4,7,57.66,403.94
4,8,390.04,356.62
4,9,276.44,420.44
4,10,558.03,384.85
4,11,254.67,440.46
4,12,682.64,428.25
4,13,66.19,441.83
4,14,549.68,443.31
4,15,307.74,435.95
4,16,157.48,439.31
4,17,49.44,440.2
4,18,508.98,442.64
4,19,659.47,443.08
4,20,269.08,392.55
4,21,290.66,443.52
4,22,414.66,441.94
4,23,36.69,440.11
4,24,622.26,445.34
4,25,677.05,444.07
4,26,531.54,442.24
4,28,409.54,443.58
4,29,433.77,442.86
4,30,42.18,368.12
4,31,164.97,438.28
4,32,184.44,441.73
5,1,130.07,441.43
5,2,505.2,417.84
5,3,555.42,436.13
5,4,415.26,418.87
5,5,28.21,434.39
5,6,293.42,431.06
5,7,57.64,404.0
5,8,391.47,355.9
5,9,277.1,419.22
5,10,556.61,382.88
5,11,254.59,440.58
5,12,682.66,428.24
5,13,66.11,441.77
5,14,549.74,443.19
5,15,307.12,436.01
5,16,157.61,439.26
5,17,47.63,440.25
5,18,508.95,442.83
5,19,659.76,443.49
5,20,264.88,360.07
5,21,290.74,443.51
5,22,414.57,441.91
5,23,36.16,440.22
5,24,622.26,445.14
5,25,677.58,444.53
5,26,531.92,442.26
5,28,409.5,443.6
5,29,435.24,443.09
5,30,65.72,362.8
5,31,164.22,438.33
5,32,183.93,441.95
5,33,634.8,442.14
5,34,126.11,438.3
6,1,131.74,441.48
6,2,505.03,417.53
6,3,554.16,433.69
6,4,414.7,416.65
6,5,29.72,433.4
6,6,294.25,430.54
6,7,57.66,403.95
6,8,392.91,355.16
6,9,278.01,417.95
6,10,555.69,381.03
6,11,254.55,440.75
6,12,682.77,427.54
6,13,66.4,441.99
6,14,549.84,442.95
6,15,305.23,436.03
6,16,158.13,439.72
6,17,48.0,440.17
6,18,509.4,442.92
6,19,660.22,443.45
6,20,274.7,365.16
6,21,290.89,443.65
6,22,414.81,441.74
6,23,36.44,440.63
6,24,622.71,445.31
6,25,678.6,444.43
6,26,532.74,442.35
6,28,409.57,443.6
6,29,436.08,442.96
6,30,69.13,359.48
6,31,164.14,437.95
6,32,183.49,441.72
6,33,633.76,441.39
6,34,126.29,438.63
7,1,132.6,441.46
7,2,504.39,417.09
7,3,552.05,432.14
7,4,414.25,414.68
7,5,29.93,433.43
7,6,294.57,430.13
7,7,57.24,403.26
7,8,394.52,354.41
7,9,278.28,417.18
7,10,554.8,380.08
7,11,255.08,440.68
7,12,683.11,426.86
7,13,66.16,441.97
7,14,550.22,443.21
7,15,303.41,436.04
7,16,157.24,438.9
7,17,48.07,440.16
7,18,509.02,442.91
7,19,661.28,443.78
7,20,258.99,379.7
7,21,290.57,443.5
7,22,414.55,442.04
7,23,35.77,440.58
7,24,622.91,445.43
7,25,678.38,444.37
7,26,532.69,442.4
7,28,409.29,443.46
7,29,435.96,443.05
7,30,68.8,359.48
7,31,163.47,438.19
7,32,184.34,441.11
7,33,633.35,440.34
7,34,126.1,438.87
8,1,133.41,441.38
8,2,504.28,416.91
8,3,550.84,430.59
8,4,413.59,412.31
8,5,30.39,432.81
8,6,294.58,429.72
8,7,56.86,401.41
8,8,395.86,353.52
8,9,279.12,416.44
8,10,553.96,378.62
8,11,255.73,440.62
8,12,682.86,425.36
8,13,66.52,442.0
8,14,551.09,443.24
8,15,301.17,435.22
8,17,48.19,439.97
8,18,509.3,442.96
8,19,664.22,443.8
8,20,267.49,398.67
8,21,290.81,443.74
8,22,413.31,441.94
8,23,35.85,440.56
8,24,623.05,445.73
8,25,677.63,444.7
8,26,532.16,442.29
8,28,407.48,443.39
8,29,435.63,443.07
8,30,69.01,358.81
8,31,163.76,438.33
8,32,184.71,441.18
8,33,633.61,438.54
8,34,126.32,438.83
9,1,134.03,441.14
9,2,504.16,416.65
9,3,550.26,429.45
9,4,412.81,410.13
9,5,31.06,432.28
9,6,295.42,415.92
9,7,56.83,399.04
9,8,397.72,352.28
9,9,279.79,414.9
9,10,552.85,378.1
9,11,256.18,440.45
9,12,682.98,424.2
9,13,65.88,442.22
9,14,551.45,443.07
9,15,298.67,434.5
9,16,175.0,441.68
9,17,47.95,440.14
9,18,509.65,443.04
9,19,665.84,443.79
9,21,290.76,443.37
9,22,408.99,442.42
9,23,35.69,440.7
9,24,622.47,445.75
9,25,677.62,445.45
9,26,532.3,442.08
9,29,435.04,443.37
9,30,69.05,357.64
9,31,163.39,438.06
9,32,186.14,442.44
9,33,633.2,435.78
9,34,126.7,439.1
10,1,134.12,441.25
10,2,503.69,416.24
10,3,549.22,427.92
10,4,412.08,408.43
10,5,30.9,432.08
10,6,301.64,418.06
10,7,56.15,395.56
10,8,399.67,351.44
10,9,280.74,414.27
10,10,551.35,377.34
10,11,256.21,440.54
10,12,682.93,423.15
10,13,67.13,430.38
10,14,551.66,442.9
10,15,298.45,434.81
10,16,172.56,440.2
10,17,49.63,439.98
10,18,509.44,443.22
10,19,666.64,443.89
10,21,290.54,443.49
10,22,406.96,442.35
10,23,35.38,440.55
10,24,622.34,445.83
10,25,676.73,445.34
10,26,531.99,442.06
10,29,433.0,443.45
10,30,68.37,354.66
10,32,185.44,442.58
10,33,632.41,432.51
10,34,126.79,439.25
10,35,71.48,441.23
11,1,134.05,441.19
11,2,503.12,415.66
11,3,548.93,427.01
11,4,411.72,407.24
11,5,31.42,431.65
11,6,301.5,417.15
11,7,55.81,392.75
11,8,401.84,350.0
11,9,281.86,412.78
11,10,549.8,376.66
11,11,256.26,440.56
11,12,683.05,422.11
11,13,61.49,435.3
11,14,551.93,442.8
11,15,298.37,434.89
11,16,171.01,440.65
11,17,50.21,439.64
11,18,509.35,443.56
11,19,668.24,444.65
11,21,290.62,443.56
11,22,405.02,442.21
11,23,33.59,439.33
11,24,622.52,445.88
11,25,675.75,445.22
11,26,531.83,442.19
11,29,431.57,443.34
11,30,67.88,351.25
11,31,158.22,438.35
11,32,185.53,442.74
11,33,632.36,429.98
11,34,126.75,439.2
11,35,44.97,412.05
12,1,134.06,441.02
12,2,502.65,414.95
12,3,548.83,426.18
12,4,411.78,407.01
12,5,31.75,431.71
12,6,301.95,416.47
12,7,57.59,389.27
12,8,403.37,348.68
12,9,283.97,411.17
12,10,548.18,376.2
12,11,256.45,440.55
12,12,682.94,420.94
12,14,552.53,442.92
12,15,296.94,430.41
12,16,169.25,439.96
12,18,509.19,443.38
12,21,290.98,443.22
12,22,402.84,442.26
12,23,32.86,439.46
12,24,622.47,445.91
12,26,532.0,442.21
12,29,431.27,443.27
12,30,67.71,349.55
12,31,158.77,438.24
12,32,185.36,442.74
12,33,632.07,426.8
12,34,126.74,439.23
12,35,14.44,396.66
12,36,627.73,444.44
13,1,133.19,441.44
13,2,502.15,414.96
13,3,548.5,424.8
13,4,411.85,406.93
13,5,31.99,431.55
13,6,302.22,415.75
13,7,58.8,386.18
13,8,404.67,347.23
13,9,285.88,410.37
13,10,546.13,375.5
13,11,256.24,440.65
13,12,682.72,420.32
13,13,23.14,397.26
13,14,552.61,442.92
13,15,296.46,430.5
13,16,144.74,440.41
13,17,53.45,440.76
13,18,509.16,443.22
13,19,667.69,444.83
13,21,290.2,443.08
13,22,399.69,442.32
13,23,31.62,439.31
13,24,622.74,445.9
13,26,530.96,442.04
13,29,429.9,443.61
13,30,67.82,348.97
13,31,158.18,438.47
13,32,185.33,442.49
13,33,630.84,423.47
13,34,126.55,439.1
14,1,137.69,436.02
14,2,501.8,414.54
14,3,548.2,423.86
14,4,412.1,407.02
14,5,31.41,431.85
14,6,302.48,414.26
14,7,60.17,383.25
14,8,406.81,345.42
14,9,287.63,409.3
14,10,544.66,375.71
14,11,256.19,440.66
14,12,682.7,419.35
14,13,47.19,419.45
14,14,553.76,442.73
14,15,295.88,430.46
14,16,139.66,438.7
14,17,55.13,440.45
14,18,509.21,443.05
14,19,667.66,444.72
14,20,168.06,439.95
14,21,289.39,442.67
14,22,398.49,442.65
14,23,31.05,439.28
14,24,622.91,445.87
14,25,673.42,445.2
14,26,530.89,441.97
14,29,429.53,443.64
14,30,67.82,349.03
14,31,158.59,438.58
14,32,185.86,442.43
14,33,629.69,419.78
14,34,126.76,439.33
14,36,629.73,444.75
15,2,501.77,414.57
15,3,547.51,422.72
15,4,412.08,407.18
15,5,31.85,431.69
15,6,303.01,413.77
15,7,61.72,379.48
15,8,408.72,343.31
15,9,289.08,408.5
15,10,544.21,376.0
15,11,255.93,440.49
15,12,682.68,418.88
15,13,50.73,440.77
15,14,554.03,442.73
15,15,295.41,430.3
15,16,142.44,440.47
15,17,56.45,440.45
15,18,508.95,443.1
15,20,68.85,439.41
15,21,288.45,442.54
15,22,401.18,442.67
15,23,30.88,439.41
15,24,623.37,445.73
15,26,531.13,441.96
15,28,393.77,442.26
15,29,428.83,443.27
15,30,68.08,349.27
15,31,157.47,434.05
15,32,185.87,442.19
15,33,628.56,416.74
15,34,127.51,439.93
16,1,291.62,436.07
16,2,501.47,414.38
16,3,546.82,422.29
16,4,412.2,407.6
16,5,32.05,431.72
16,6,304.07,412.43
16,7,62.71,376.19
16,8,410.42,341.43
16,9,290.4,407.98
16,10,544.02,375.82
16,11,255.68,440.67
16,12,681.99,418.56
16,14,554.14,442.69
16,15,295.45,429.62
16,16,141.03,440.42
16,17,53.77,440.82
16,18,509.41,443.18
16,19,667.21,444.42
16,20,67.05,432.57
16,21,287.86,442.44
16,22,400.59,442.52
16,23,30.52,439.3
16,24,623.37,445.6
16,25,673.89,445.28
16,26,531.01,442.1
16,28,389.93,442.98
16,29,428.03,443.09
16,30,67.72,349.46
16,31,156.89,437.4
16,32,185.7,442.21
16,33,627.02,412.8
16,34,127.94,439.71
16,36,641.82,443.59
17,1,290.58,436.24
17,2,501.36,414.23
17,3,545.83,421.32
17,4,412.05,407.47
17,5,32.67,432.12
17,6,304.13,410.81
17,7,63.59,373.65
17,8,411.21,339.73
17,9,290.84,407.11
17,10,543.84,375.6
17,11,255.36,440.7
17,12,681.56,417.86
17,13,49.92,440.11
17,14,554.28,442.68
17,15,296.34,428.66
17,16,140.7,440.89
17,17,56.97,439.87
17,18,509.49,443.14
17,19,667.23,444.31
17,20,71.87,419.63
17,21,287.21,442.44
17,22,401.47,442.64
17,23,30.76,439.36
17,24,623.53,445.5
17,25,674.03,445.53
17,26,530.94,442.08
17,28,386.67,442.75
17,29,426.54,443.28
17,30,65.7,354.28
17,31,158.49,439.05
17,32,185.75,442.23
17,33,624.91,410.03
17,34,130.35,439.68
17,36,640.13,443.54
18,1,288.59,436.21
18,2,501.11,414.21
18,3,544.28,420.74
18,4,411.86,407.22
18,5,33.41,431.81
18,6,304.98,408.96
18,7,64.06,370.77
18,8,413.08,336.35
18,9,291.71,406.61
18,10,521.28,378.18
18,11,255.49,440.54
18,12,680.61,416.97
18,13,51.13,440.16
18,14,554.4,442.58
18,15,296.91,427.82
18,16,139.36,441.17
18,17,57.31,439.91
18,18,509.45,443.23
18,19,666.11,444.28
18,20,73.3,432.81
18,21,287.12,442.5
18,22,401.77,442.99
18,23,31.04,439.36
18,24,623.38,445.42
18,25,674.15,445.55
18,26,530.88,442.01
18,28,384.36,442.5
18,29,426.23,443.37
18,30,50.85,381.53
18,31,158.75,438.77
18,32,185.56,442.22
18,33,623.01,406.87
18,34,132.16,441.93
18,36,637.01,443.67
19,1,288.1,436.07
19,2,500.99,414.28
19,3,542.53,420.21
19,4,412.13,407.59
19,5,33.81,431.14
19,6,305.47,407.85
19,7,65.01,368.23
19,8,414.31,334.86
19,9,292.3,406.57
19,10,495.17,380.01
19,11,255.54,440.66
19,12,680.45,416.21
19,13,51.06,439.98
19,14,553.93,442.65
19,15,296.75,427.67
19,16,139.24,441.4
19,17,57.68,439.81
19,18,509.46,443.25
19,19,665.78,444.47
19,20,72.61,442.57
19,21,287.23,442.7
19,22,401.86,442.95
19,23,30.66,439.39
19,24,622.96,445.75
19,25,674.22,445.63
19,26,530.88,441.85
19,28,381.91,442.34
19,29,425.99,443.74
19,30,14.63,405.82
19,31,158.42,438.99
19,32,185.69,442.15
19,33,621.19,404.15
19,34,132.3,443.17
19,36,632.04,439.33
20,1,287.71,435.59
20,2,504.56,418.41
20,3,540.5,419.61
20,4,412.41,407.91
20,5,34.02,430.76
20,6,306.06,406.18
20,7,65.44,365.92
20,8,415.32,333.04
20,9,292.73,406.24
20,10,494.45,379.41
20,11,255.55,440.59
20,12,679.85,415.44
20,13,51.83,439.94
20,14,554.42,442.68
20,15,296.59,422.95
20,16,139.05,441.38
20,17,57.57,439.74
20,18,509.66,443.36
20,19,666.31,444.63
20,20,72.64,442.64
20,21,287.49,442.47
20,22,402.55,443.05
20,23,30.22,439.47
20,24,623.06,445.63
20,25,674.59,444.96
20,26,531.15,441.86
20,28,379.91,442.26
20,29,425.93,443.73
20,31,158.41,438.46
20,32,186.05,441.43
20,33,619.84,401.57
20,36,637.11,443.7
21,1,287.57,436.11
21,3,538.96,419.43
21,4,412.25,408.06
21,5,34.88,430.54
21,6,306.18,405.58
21,7,65.78,363.08
21,8,417.32,330.7
21,9,292.81,406.44
21,10,494.67,379.34
21,11,255.75,440.43
21,12,679.33,414.3
21,13,55.33,440.28
21,14,554.65,442.48
21,15,289.13,397.62
21,16,136.48,442.17
21,18,505.59,442.59
21,19,666.31,444.75
21,20,72.97,442.77
21,21,184.18,433.89
21,22,403.04,443.86
21,23,30.03,439.53
21,24,622.78,445.45
21,25,674.43,444.75
21,26,530.88,441.79
21,28,379.8,442.26
21,29,425.86,443.73
21,31,158.88,438.83
21,32,186.15,442.05
21,33,618.99,398.77
21,34,166.88,440.97
21,36,636.62,443.9
21,37,651.75,437.13
22,1,287.7,436.28
22,3,538.26,419.2
22,4,411.81,407.34
22,5,35.08,430.24
22,6,306.43,405.1
22,7,66.2,359.76
22,8,418.2,329.11
22,9,292.95,406.36
22,10,494.76,379.2
22,11,255.87,440.49
22,12,679.22,412.9
22,13,55.22,440.42
22,14,554.59,442.6
22,15,300.07,394.35
22,16,137.38,442.31
22,18,507.65,443.51
22,19,665.93,444.28
22,20,72.58,442.9
22,21,186.08,422.02
22,22,402.49,444.3
22,23,29.42,439.63
22,24,622.94,445.31
22,25,674.19,444.7
22,26,530.98,441.92
22,28,380.03,442.36
22,29,425.8,443.77
22,31,158.35,438.8
22,32,185.79,441.52
22,33,617.98,395.96
22,34,288.05,342.62
22,36,635.92,443.91
22,37,647.28,441.1
23,1,287.73,436.29
23,3,537.62,418.69
23,4,411.24,406.45
23,5,35.36,430.0
23,6,306.7,404.36
23,7,66.56,356.02
23,8,419.81,326.68
23,9,292.89,406.17
23,10,494.56,377.89
23,11,255.85,440.44
23,12,679.02,411.76
23,13,55.35,440.54
23,14,554.39,442.73
23,15,300.27,394.47
23,16,137.51,442.29
23,18,507.73,443.42
23,19,666.19,444.27
23,20,72.62,442.88
23,21,184.69,421.45
23,22,402.73,444.07
23,23,29.43,439.73
23,24,623.17,445.11
23,25,674.12,444.72
23,26,531.05,441.93
23,28,380.15,442.4
23,29,425.85,443.75
23,31,158.08,438.86
23,32,185.77,441.52
23,33,617.35,393.74
23,34,258.15,299.5
23,36,635.28,444.07
23,37,645.28,440.33
24,1,288.06,436.58
24,3,538.02,418.27
24,4,410.57,405.76
24,5,35.81,429.23
24,6,306.79,403.4
24,7,66.56,353.26
24,8,421.08,324.84
24,9,292.8,406.09
24,10,494.48,375.81
24,11,256.14,440.57
24,12,678.11,409.94
24,13,55.57,440.97
24,14,554.46,442.73
24,15,300.23,393.79
24,16,137.69,442.22
24,18,507.74,443.53
24,19,666.58,444.4
24,20,72.8,442.58
24,21,165.91,440.54
24,22,403.03,442.54
24,23,29.5,439.85
24,24,623.45,444.95
24,25,674.51,443.75
24,26,530.93,441.95
24,28,381.48,442.93
24,29,425.78,443.75
24,31,158.53,439.19
24,32,185.96,441.37
24,33,616.49,391.14
24,34,254.26,311.28
24,36,635.38,443.88
24,37,652.84,438.02
25,1,287.62,436.63
25,3,538.18,417.34
25,4,409.42,404.68
25,5,36.06,428.08
25,6,306.87,401.49
25,7,66.84,349.99
25,8,421.91,322.79
25,9,293.01,406.25
25,10,494.43,374.16
25,11,256.22,440.67
25,12,678.02,408.55
25,13,56.39,440.64
25,14,554.45,442.89
25,15,300.27,393.53
25,16,139.34,442.51
25,18,508.45,443.39
25,19,665.58,443.12
25,20,71.69,442.22
25,22,403.92,443.34
25,23,29.4,440.02
25,24,623.75,444.98
25,25,675.43,443.62
25,26,531.16,441.98
25,28,382.01,443.29
25,29,425.81,443.77
25,31,158.89,439.31
25,32,187.14,440.89
25,33,616.06,389.25
25,34,261.74,342.32
25,36,635.24,444.03
26,1,287.03,436.05
26,3,538.05,415.98
26,4,408.15,404.41
26,5,36.59,427.63
26,6,307.32,399.82
26,7,67.22,346.0
26,8,423.27,320.3
26,9,293.12,405.92
26,10,494.71,371.5
26,11,256.27,440.68
26,12,676.7,406.52
26,13,57.53,440.46
26,14,555.01,442.94
26,15,300.53,393.06
26,16,138.24,441.13
26,17,141.71,444.68
26,18,509.27,443.69
26,19,664.85,444.12
26,20,71.66,442.21
26,21,163.49,440.07
26,22,404.71,442.36
26,23,29.48,439.95
26,24,623.97,444.16
26,25,674.77,442.62
26,26,531.13,441.99
26,28,381.98,443.59
26,29,425.86,443.76
26,31,158.88,439.09
26,32,187.21,440.9
26,33,615.73,387.78
26,34,283.6,369.97
26,36,635.04,443.99
27,1,286.21,435.23
27,3,537.54,414.37
27,4,407.12,404.28
27,5,37.03,426.92
27,6,306.94,397.66
27,7,67.2,341.86
27,8,424.3,318.09
27,9,293.75,405.28
27,10,494.71,369.45
27,11,256.3,440.71
27,12,676.12,405.67
27,13,61.11,439.99
27,14,555.21,442.92
27,15,293.65,385.97
27,16,137.9,441.26
27,17,143.66,444.82
27,18,509.56,444.78
27,19,664.32,443.51
27,20,71.46,442.24
27,22,404.57,441.65
27,23,29.56,439.99
27,24,624.76,444.51
27,25,676.13,442.74
27,26,531.1,442.09
27,28,381.96,443.4
27,29,425.47,443.81
27,30,53.25,439.78
27,31,160.25,439.76
27,32,187.17,440.86
27,33,615.33,387.1
27,36,634.23,444.15
28,1,286.07,434.61
28,3,537.09,412.6
28,4,405.93,403.63
28,5,37.08,426.9
28,6,306.15,395.24
28,7,67.66,337.72
28,8,425.38,316.17
28,9,293.81,404.84
28,10,494.27,366.6
28,11,256.3,440.71
28,12,675.54,403.61
28,13,64.12,439.99
28,14,555.62,442.92
28,15,293.57,385.99
28,16,137.35,441.33
28,17,142.09,445.11
28,18,509.51,444.6
28,19,661.46,443.6
28,20,71.54,442.09
28,22,404.98,440.1
28,23,29.63,440.0
28,24,625.27,444.85
28,25,676.12,440.54
28,26,531.07,442.07
28,28,382.48,442.81
28,29,425.23,443.78
28,30,52.86,440.27
28,31,159.47,439.44
28,32,187.15,440.92
28,36,634.09,444.31
29,1,285.62,433.79
29,3,537.08,410.91
29,4,404.67,403.31
29,5,37.6,425.98
29,6,306.05,393.63
29,7,67.37,333.71
29,8,426.44,314.9
29,9,293.88,404.24
29,10,494.27,364.06
29,11,256.29,440.82
29,12,674.67,402.02
29,14,555.98,442.95
29,15,293.6,385.45
29,16,140.42,443.52
29,18,509.51,444.8
29,19,660.75,443.72
29,20,68.67,441.23
29,22,405.93,437.58
29,23,29.75,440.33
29,24,627.32,444.79
29,25,676.18,444.29
29,26,531.23,442.18
29,28,383.31,441.87
29,29,425.04,443.64
29,31,159.34,439.54
29,32,186.89,441.18
29,36,634.85,445.39
30,1,285.02,433.33
30,3,536.53,408.57
30,4,403.59,402.98
30,5,38.22,425.16
30,6,305.8,391.35
30,7,67.36,330.09
30,8,427.66,312.9
30,9,293.92,403.89
30,10,494.13,361.71
30,11,256.36,440.86
30,12,674.17,401.0
30,14,556.94,443.41
30,15,292.82,383.55
30,16,138.73,442.5
30,18,508.89,445.3
30,19,659.92,443.6
30,20,70.77,441.05
30,22,405.9,435.08
30,23,29.74,440.28
30,24,628.41,445.03
30,25,674.34,444.73
30,26,531.24,442.21
30,28,382.67,441.88
30,29,424.92,443.68
30,31,159.3,439.5
30,32,186.55,441.2
30,33,616.35,385.82
30,36,634.72,445.6
31,1,284.23,433.05
31,3,536.35,406.4
31,4,403.13,402.96
31,5,38.18,424.56
31,6,306.2,389.21
31,7,67.68,326.08
31,8,428.7,310.78
31,9,294.12,403.55
31,10,494.32,359.47
31,11,256.39,440.97
31,12,673.47,399.21
31,14,557.6,443.61
31,15,291.93,381.25
31,16,138.39,442.28
31,18,508.54,444.63
31,19,661.42,440.61
31,20,70.01,441.31
31,22,406.43,432.87
31,23,29.82,440.33
31,24,626.71,444.14
31,25,674.75,444.83
31,26,531.45,442.24
31,28,381.73,441.3
31,29,425.08,443.62
31,31,159.38,439.38
31,32,186.23,441.49
31,33,616.26,385.82
31,34,301.42,392.43
31,36,634.02,444.6
31,37,657.26,444.87
32,1,282.89,432.03
32,3,535.84,403.31
32,4,402.51,402.94
32,5,38.41,423.46
32,6,305.48,387.15
32,7,67.58,322.05
32,8,429.15,309.46
32,9,294.16,403.18
32,10,494.46,356.56
32,11,256.35,441.02
32,12,672.61,397.95
32,14,558.64,443.74
32,15,291.65,378.85
32,16,141.79,443.87
32,18,507.38,443.12
32,19,661.29,441.07
32,20,68.82,440.92
32,21,136.07,441.28
32,22,405.89,430.5
32,23,29.75,440.25
32,24,626.45,444.55
32,25,674.99,444.85
32,26,531.54,442.19
32,28,380.14,439.74
32,29,425.07,443.67
32,30,54.53,441.01
32,31,159.43,438.95
32,32,186.1,441.49
32,33,616.23,385.08
32,34,301.84,392.13
32,36,634.15,445.05
33,1,280.83,431.0
33,3,534.85,400.51
33,4,402.56,402.81
33,5,38.88,422.96
33,6,305.75,384.86
33,7,67.45,318.31
33,8,430.04,307.59
33,9,294.36,403.17
33,10,494.42,353.88
33,11,256.54,441.01
33,12,671.93,396.67
33,14,558.92,443.7
33,15,290.79,376.73
33,16,141.3,446.0
33,18,506.6,442.87
33,19,661.44,441.19
33,20,69.94,439.35
33,21,135.45,441.28
33,22,405.07,428.41
33,23,29.31,440.57
33,25,676.4,445.01
33,26,531.63,442.3
33,28,380.29,436.62
33,29,425.03,443.71
33,30,56.49,441.54
33,31,159.58,439.03
33,32,185.7,441.55
33,33,616.07,383.16
33,34,303.3,391.07
33,36,633.53,445.31
34,1,278.93,429.93
34,3,534.77,397.61
34,4,402.22,402.77
34,5,39.05,422.64
34,6,304.61,382.97
34,7,67.31,314.44
34,8,430.76,305.63
34,9,294.52,403.13
34,10,494.22,350.68
34,11,256.8,441.09
34,12,671.29,395.21
34,14,559.0,443.61
34,15,289.97,375.19
34,16,140.48,445.26
34,18,506.31,443.11
34,19,660.83,441.24
34,20,71.01,438.11
34,21,135.09,441.09
34,22,405.1,425.29
34,23,28.12,440.61
34,25,672.62,444.15
34,26,531.2,442.46
34,28,379.72,434.76
34,29,425.42,443.76
34,30,59.04,441.4
34,31,160.04,438.93
34,32,185.68,441.5
34,33,615.92,381.16
34,34,304.81,391.19
34,36,631.36,445.19
35,1,277.82,429.74
35,2,508.68,445.53
35,3,534.19,394.69
35,4,396.04,405.66
35,5,39.29,422.35
35,6,303.77,381.28
35,7,67.39,311.3
35,8,431.29,303.78
35,9,291.3,389.62
35,10,494.08,348.03
35,11,256.71,441.08
35,12,670.0,393.8
35,14,559.11,443.68
35,15,290.03,374.24
35,16,141.04,444.94
35,18,504.9,442.1
35,19,661.36,441.02
35,20,72.3,437.07
35,21,134.34,440.84
35,22,404.36,423.51
35,23,26.68,440.95
35,25,673.57,445.13
35,26,531.08,442.29
35,28,379.3,432.68
35,29,425.56,443.88
35,30,57.76,441.56
35,31,160.62,439.27
35,32,185.73,441.51
35,33,615.72,379.05
35,34,306.23,390.53
35,36,630.88,444.99
36,1,277.12,429.66
36,2,508.7,444.36
36,3,534.15,391.91
36,4,392.52,405.26
36,5,39.53,421.61
36,6,302.87,379.0
36,7,67.49,307.84
36,8,432.29,301.26
36,10,494.39,345.93
36,11,256.85,441.17
36,12,669.26,392.71
36,14,559.23,443.73
36,15,290.18,374.35
36,16,141.01,442.97
36,18,504.19,442.01
36,19,660.82,441.25
36,20,71.89,434.37
36,21,133.04,440.17
36,22,404.1,421.93
36,23,25.68,440.91
36,25,676.2,444.68
36,26,530.37,442.27
36,28,379.13,432.18
36,29,425.68,443.88
36,31,161.19,439.26
36,32,185.66,441.49
36,33,615.67,376.22
36,34,307.1,390.46
36,36,630.03,444.77
37,1,275.93,429.65
37,2,508.14,443.92
37,3,533.72,389.54
37,4,389.24,411.18
37,5,40.02,420.78
37,6,302.24,378.11
37,7,67.5,304.12
37,8,432.64,299.44
37,10,494.37,343.19
37,11,256.66,441.19
37,12,667.22,391.21
37,14,559.13,443.62
37,15,290.14,374.56
37,16,142.1,443.95
37,18,502.3,441.95
37,19,660.26,440.73
37,20,71.42,431.17
37,21,134.37,440.52
37,22,404.08,419.04
37,23,24.61,440.92
